image,width,height,megapixels,gpu_transfer,gpu_invert,gpu_gaussian,gpu_equalize,gpu_total
00000013_041.png,1024,1024,1.049,0.0006078000005800277,0.00010740000288933516,0.0010057600040454418,0.0008748800028115511,0.001988040009746328
00000013_042.png,1024,1024,1.049,0.00090079999063164,0.00012484000180847942,0.0010158799879718572,0.0014535599912051111,0.002594279980985448
00000013_043.png,1024,1024,1.049,0.00041360000614076853,8.161999867297708e-05,0.001203179993899539,0.0011059800046496094,0.002390779997222125
00000013_044.png,1024,1024,1.049,0.001174800010630861,0.00010341999586671591,0.0009607199986930937,0.0009188800060655922,0.001983020000625402
00000013_045.png,1024,1024,1.049,0.002525699994293973,0.0001632800034713,0.0013680799980647861,0.0008541200018953532,0.0023854800034314393
00000013_046.png,1024,1024,1.049,0.0008917000086512417,0.0001265799975953996,0.0010245799960102886,0.0015656599949579685,0.002716819988563657
00000014_000.png,1024,1024,1.049,0.0006925000052433461,0.00010919999913312494,0.0009619400138035416,0.001245440007187426,0.002316580020124093
00000015_000.png,1024,1024,1.049,0.0012160000042058527,0.00012829999323002995,0.001157139998394996,0.0018802399979904294,0.0031656799896154554
00000016_000.png,1024,1024,1.049,0.0013097999908495694,9.962000185623766e-05,0.0014403000066522508,0.0008707800006959587,0.002410700009204447
00000017_000.png,1024,1024,1.049,0.0011029000161215663,0.00013173999614082276,0.0009978399961255492,0.0014143000065814705,0.0025438799988478423
00000017_001.png,1024,1024,1.049,0.0005816000048071146,9.834000375121831e-05,0.001267939992249012,0.0009211200114805252,0.0022874000074807554
00000017_002.png,1024,1024,1.049,0.0006699000077787787,0.00011963999713771045,0.0009709399950224906,0.0008749599975999445,0.001965539989760146
00000018_000.png,1024,1024,1.049,0.0017389999993611127,0.00014727999223396182,0.0014030600024852902,0.0008763200079556554,0.0024266600026749074
00000019_000.png,1024,1024,1.049,0.0008406999986618757,0.0001379400142468512,0.001028519996907562,0.0012578999972902238,0.002424360008444637
00000020_000.png,1024,1024,1.049,0.0004668000037781894,9.573999559506774e-05,0.0009243200067430735,0.0008930600015446544,0.0019131200038827957
00000020_001.png,1024,1024,1.049,0.0006621999782510102,0.00012096000136807561,0.0009698000038042664,0.00141223999671638,0.002503000001888722
00000020_002.png,1024,1024,1.049,0.0006985000218264759,0.00012190000270493329,0.001034600002458319,0.001378199993632734,0.0025346999987959865
00000021_000.png,1024,1024,1.049,0.00045250001130625606,7.048000697977841e-05,0.000986040005227551,0.0012173199909739196,0.0022738400031812487
00000021_001.png,1024,1024,1.049,0.0008984000014606863,9.755999781191349e-05,0.0010921999928541481,0.0009072199987713248,0.0020969799894373863
00000022_000.png,1024,1024,1.049,0.0017038999940268695,0.00013885999796912075,0.0014535200025420636,0.0008525800018105656,0.00244496000232175
00000022_001.png,1024,1024,1.049,0.0012885000032838434,0.0001336999994236976,0.0010805200028698892,0.0013282800035085529,0.0025425000058021396
